5.1,3.5,1.5,0.2,Iris-setosa
4.9,3.5,1.5,0.2,Iris-setosa
4.7,3.5,1.5,0.2,Iris-setosa
4.6,3.5,1.5,0.2,Iris-setosa
5,3.5,1.5,0.2,Iris-setosa
5.4,3.5,1.5,0.2,Iris-setosa
4.6,3.5,1.5,0.2,Iris-setosa
4.6,3.5,1.5,0.2,Iris-setosa
4.6,3.5,1.5,0.2,Iris-setosa
4.6,3.5,1.5,0.2,Iris-setosa
4.6,3.5,1.5,0.2,Iris-setosa
4.6,3.5,1.5,0.2,Iris-setosa
4.6,3.5,1.5,0.2,Iris-setosa
4.6,3.5,1.5,0.2,Iris-setosa
4.6,3.5,1.5,0.2,Iris-setosa
4.6,3.5,1.5,0.2,Iris-setosa
4.6,3.5,1.5,0.2,Iris-setosa
4.6,3.5,1.5,0.2,Iris-setosa
4.6,3.5,1.5,0.2,Iris-setosa
4.6,3.5,1.5,0.2,Iris-setosa
4.6,3.5,1.5,0.2,Iris-setosa
4.6,3.5,1.5,0.2,Iris-setosa
4.6,3.5,1.5,0.2,Iris-setosa
4.6,3.5,1.5,0.2,Iris-setosa
4.6,3.5,1.5,0.2,Iris-setosa
4.6,3.5,1.5,0.2,Iris-setosa
4.6,3.5,1.5,0.2,Iris-setosa
4.6,3.5,1.5,0.2,Iris-setosa
4.6,3.5,1.5,0.2,Iris-setosa
4.6,3.5,1.5,0.2,Iris-setosa
4.6,3.5,1.5,0.2,Iris-setosa
4.6,3.5,1.5,0.2,Iris-setosa
4.6,3.5,1.5,0.2,Iris-setosa
4.6,3.5,1.5,0.2,Iris-setosa
4.6,3.5,1.5,0.2,Iris-setosa
4.6,3.5,1.5,0.2,Iris-setosa
4.6,3.5,1.5,0.2,Iris-setosa
4.6,3.5,1.5,0.2,Iris-setosa
4.6,3.5,1.5,0.2,Iris-setosa
4.6,3.5,1.5,0.2,Iris-setosa
4.6,3.5,1.5,0.2,Iris-setosa
4.6,3.5,1.5,0.2,Iris-setosa
4.6,3.5,1.3,0.2,Iris-setosa
4.6,3.5,1.3,0.2,Iris-setosa
4.6,3.5,1.3,0.2,Iris-setosa
4.6,3.5,1.3,0.2,Iris-setosa
4.6,3.5,1.3,0.2,Iris-setosa
4.6,3.5,1.3,0.2,Iris-setosa
4.6,3.5,1.3,0.2,Iris-setosa
4.6,3.5,1.3,0.2,Iris-setosa
4.6,3.5,1.3,0.2,Iris-versicolor
4.6,3.5,1.3,0.2,Iris-versicolor
4.6,3.5,1.3,0.2,Iris-versicolor
4.6,3.5,1.3,0.2,Iris-versicolor
4.6,3.5,1.3,0.2,Iris-versicolor
4.6,3.5,1.3,0.2,Iris-versicolor
4.6,3.5,1.3,0.2,Iris-versicolor
4.6,3.5,1.3,0.2,Iris-versicolor
4.6,3.5,1.3,0.2,Iris-versicolor
4.6,3.5,1.3,0.2,Iris-versicolor
4.6,3.5,1.3,0.2,Iris-versicolor
4.6,3.5,1.3,0.2,Iris-versicolor
4.6,3.5,1.3,0.2,Iris-versicolor
4.6,3.5,1.3,0.2,Iris-versicolor
4.6,3.5,1.3,0.2,Iris-versicolor
4.6,3.5,1.3,0.2,Iris-versicolor
4.6,3.5,1.3,0.2,Iris-versicolor
4.6,3.5,1.3,0.2,Iris-versicolor
4.6,3.5,1.3,0.2,Iris-versicolor
4.6,3.5,1.3,0.2,Iris-versicolor
4.6,3.5,1.3,0.2,Iris-versicolor
4.6,3.5,1.3,0.2,Iris-versicolor
4.6,3.5,1.3,0.2,Iris-versicolor
4.6,3.5,4.1,0.2,Iris-versicolor
4.6,3.5,4.1,0.2,Iris-versicolor
4.6,3.5,4.1,0.2,Iris-versicolor
4.6,3.5,4.1,0.2,Iris-versicolor
4.6,3.5,4.1,0.2,Iris-versicolor
4.6,3.5,4.1,0.2,Iris-versicolor
4.6,3.5,4.1,0.2,Iris-versicolor
4.6,3.5,4.1,0.2,Iris-versicolor
4.6,3.5,4.1,0.2,Iris-versicolor
4.6,3.5,4.1,0.2,Iris-versicolor
4.6,3.5,4.1,0.2,Iris-versicolor
4.6,3.5,4.1,0.2,Iris-versicolor
4.6,3.5,4.1,0.2,Iris-versicolor
4.6,3.5,4.1,0.2,Iris-versicolor
4.6,3.5,4.1,0.2,Iris-versicolor
4.6,3.5,4.1,0.2,Iris-versicolor
4.6,3.5,4.1,0.2,Iris-versicolor
4.6,3.5,4.1,0.2,Iris-versicolor
4.6,3.5,4.1,0.2,Iris-versicolor
4.6,3.5,4.1,0.2,Iris-versicolor
4.6,3.5,4.1,0.2,Iris-versicolor
4.6,3.5,4.1,0.2,Iris-versicolor
4.6,3.5,4.1,0.2,Iris-versicolor
4.6,3.5,4.1,0.2,Iris-versicolor
4.6,3.5,4.1,0.2,Iris-versicolor
4.6,3.5,4.1,0.2,Iris-versicolor
4.6,3.5,4.1,0.2,Iris-versicolor
4.6,3.5,4.1,0.2,Iris-virginica
4.6,3.5,4.1,0.2,Iris-virginica
4.6,3.5,4.1,0.2,Iris-virginica
4.6,3.5,4.1,0.2,Iris-virginica
4.6,3.5,4.1,0.2,Iris-virginica
4.6,3.5,4.1,0.2,Iris-virginica
4.6,3.5,4.1,0.2,Iris-virginica
4.6,3.5,4.1,0.2,Iris-virginica
4.6,3.5,4.1,0.2,Iris-virginica
4.6,3.5,4.1,0.2,Iris-virginica
4.6,3.5,4.1,0.2,Iris-virginica
4.6,3.5,4.1,0.2,Iris-virginica
4.6,3.5,4.1,0.2,Iris-virginica
4.6,3.5,4.1,0.2,Iris-virginica
4.6,3.5,4.1,0.2,Iris-virginica
4.6,3.5,4.1,0.2,Iris-virginica
4.6,3.5,4.1,0.2,Iris-virginica
4.6,3.5,4.1,0.2,Iris-virginica
4.6,3.5,4.1,0.2,Iris-virginica
4.6,3.5,4.1,0.2,Iris-virginica
4.6,3.5,4.1,0.2,Iris-virginica
4.6,3.5,4.1,0.2,Iris-virginica
4.6,3.5,4.1,0.2,Iris-virginica
4.6,3.5,4.1,0.2,Iris-virginica
4.6,3.5,4.1,0.2,Iris-virginica
4.6,3.5,4.1,0.2,Iris-virginica
4.6,3.5,4.1,0.2,Iris-virginica
4.6,3.5,4.1,0.2,Iris-virginica
4.6,3.5,4.1,0.2,Iris-virginica
4.6,3.5,4.1,0.2,Iris-virginica
4.6,3.5,4.1,0.2,Iris-virginica
4.6,3.5,4.1,0.2,Iris-virginica
4.6,3.5,4.1,0.2,Iris-virginica
4.6,3.5,4.1,0.2,Iris-virginica
4.6,3.5,4.1,0.2,Iris-virginica
4.6,3.5,4.1,0.2,Iris-virginica
4.6,3.5,4.1,0.2,Iris-virginica
4.6,3.5,4.1,0.2,Iris-virginica
6,3.5,4.1,0.2,Iris-virginica
6.9,3.5,4.1,0.2,Iris-virginica
6.7,3.5,4.1,0.2,Iris-virginica
6.9,3.5,4.1,0.2,Iris-virginica
5.8,3.5,4.1,0.2,Iris-virginica
6.8,3.5,4.1,0.2,Iris-virginica
6.7,3.5,4.1,0.2,Iris-virginica
6.7,3.5,4.1,0.2,Iris-virginica
6.3,3.5,4.1,0.2,Iris-virginica
6.5,3.5,4.1,2.1,Iris-virginica
6.2,3.5,4.1,2.1,Iris-virginica
5.9,3.5,4.1,2.1,Iris-virginica
